event_time,user_pseudo_id,session_id,event_name,country,category,source,medium,campaign_name
2021-01-25 11:07:41.806449 UTC,1141720.0291311062,4595395038,session_start,United States,desktop,google,organic,(organic)
2021-01-25 13:56:35.128410 UTC,1150844.8910042304,8401163433,session_start,United States,mobile,google,organic,(organic)
2021-01-25 08:02:20.140671 UTC,1153133.0442960731,1062286424,session_start,United States,desktop,<Other>,organic,(organic)
2021-01-25 19:00:15.254794 UTC,1154517.0915478228,787228268,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 22:01:18.327955 UTC,1155336.4782012844,4431996490,session_start,Canada,desktop,<Other>,<Other>,<Other>
2021-01-25 08:01:59.190184 UTC,1173054.5925821182,7284319371,session_start,Singapore,mobile,(direct),(none),(direct)
2021-01-25 07:40:44.416034 UTC,1181313.0938779160,7157456624,session_start,France,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 06:21:50.962155 UTC,1181313.0938779160,9450681135,session_start,France,mobile,(direct),(none),(direct)
2021-01-25 20:55:57.806361 UTC,1193937.6888507128,122853259,session_start,United Kingdom,desktop,google,organic,(organic)
2021-01-25 19:03:46.155282 UTC,1195209.1567132905,9076189852,session_start,Germany,desktop,google,organic,(organic)
2021-01-25 17:47:31.717016 UTC,1195209.1567132905,6790833082,session_start,Germany,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 16:55:14.188423 UTC,1195209.1567132905,5223558383,session_start,Germany,desktop,(direct),(none),(direct)
2021-01-25 19:50:32.623244 UTC,1196810.1091854836,9005674076,session_start,United States,desktop,google,organic,(organic)
2021-01-25 20:01:17.459448 UTC,1196810.1091854836,9005674076,view_item,United States,desktop,google,organic,(organic)
2021-01-25 14:50:17.446116 UTC,1206618.8197807716,3455793004,session_start,Algeria,desktop,google,organic,(organic)
2021-01-25 04:20:13.207621 UTC,1207293.3970342188,2394150418,session_start,United States,desktop,google,organic,(organic)
2021-01-25 20:26:18.269441 UTC,1214366.0056763550,8711197256,session_start,India,desktop,google,organic,(organic)
2021-01-25 03:10:13.865919 UTC,1219388.3054619904,6327242995,session_start,Canada,mobile,google,organic,(organic)
2021-01-25 20:13:34.823306 UTC,1222409.1951536768,7453043758,view_item,Germany,desktop,google,organic,(organic)
2021-01-25 20:01:25.529455 UTC,1222409.1951536768,7453043758,session_start,Germany,desktop,google,organic,(organic)
2021-01-25 20:02:10.366039 UTC,1222409.1951536768,7453043758,view_item,Germany,desktop,google,organic,(organic)
2021-01-25 00:08:54.577570 UTC,1235783.0015131634,6791728241,session_start,Belgium,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 10:31:39.696397 UTC,1241003.3541229619,1959129953,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 13:13:55.729328 UTC,1248292.7842894675,4425293746,session_start,Canada,desktop,google,organic,(organic)
2021-01-25 13:56:02.798199 UTC,1250383.9154167160,5834819193,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 20:38:51.608626 UTC,1257778.0910586863,4739108657,session_start,United States,mobile,google,organic,(organic)
2021-01-25 17:20:27.679412 UTC,1260776.4405051457,7267810787,session_start,Germany,desktop,google,organic,(organic)
2021-01-25 17:20:48.093381 UTC,1260776.4405051457,7267810787,view_item,Germany,desktop,google,organic,(organic)
2021-01-25 17:33:56.951045 UTC,1278735.0598279162,550511321,session_start,United States,desktop,google,organic,(organic)
2021-01-25 16:22:04.977379 UTC,1279595.7348368743,3421466585,session_start,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-25 09:38:34.238404 UTC,1282586.4517477452,7284227403,session_start,El Salvador,desktop,google,cpc,<Other>
2021-01-25 19:42:47.246078 UTC,1282829.2912367074,8302204703,add_payment_info,United States,desktop,<Other>,referral,(referral)
2021-01-25 19:36:17.356527 UTC,1282829.2912367074,8302204703,view_item,United States,desktop,<Other>,referral,(referral)
2021-01-25 19:22:34.118096 UTC,1282829.2912367074,8302204703,view_item,United States,desktop,<Other>,referral,(referral)
2021-01-25 19:21:04.265368 UTC,1282829.2912367074,8302204703,view_item,United States,desktop,<Other>,referral,(referral)
2021-01-25 19:42:26.166571 UTC,1282829.2912367074,8302204703,add_shipping_info,United States,desktop,<Other>,referral,(referral)
2021-01-25 19:41:42.970474 UTC,1282829.2912367074,8302204703,add_shipping_info,United States,desktop,<Other>,referral,(referral)
2021-01-25 19:17:22.454407 UTC,1282829.2912367074,8302204703,view_item,United States,desktop,<Other>,referral,(referral)
2021-01-25 21:21:24.789186 UTC,1282829.2912367074,9518662070,session_start,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 19:13:25.269067 UTC,1282829.2912367074,8302204703,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 19:33:42.563875 UTC,1282829.2912367074,8302204703,view_item,United States,desktop,<Other>,referral,(referral)
2021-01-25 20:21:06.949556 UTC,1288625.0385678086,2622691184,session_start,Japan,desktop,(direct),(none),(direct)
2021-01-25 16:10:34.698329 UTC,1292605.2340750631,9350167180,session_start,Ireland,mobile,(direct),(none),(direct)
2021-01-25 18:14:27.097443 UTC,1296377.4690720449,9124819612,session_start,Slovakia,desktop,<Other>,<Other>,<Other>
2021-01-25 16:27:23.639399 UTC,1301238.8633728414,7812857618,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 07:22:54.633298 UTC,1304263.1486928900,3763800888,session_start,(not set),desktop,google,organic,(organic)
2021-01-25 05:57:01.234046 UTC,1306458.8361479450,7193985859,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 14:10:09.415637 UTC,1333728.0047687977,2052583193,session_start,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-25 02:56:20.629092 UTC,1347439.3010329604,4555561808,session_start,India,desktop,google,organic,(organic)
2021-01-25 17:01:28.543127 UTC,1349291.5439057771,2235956101,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 15:13:27.906371 UTC,1354103.4105710506,9263441009,session_start,United States,desktop,google,organic,(organic)
2021-01-25 17:59:19.910903 UTC,1355527.7971457995,7710188939,session_start,United States,mobile,(direct),(none),(direct)
2021-01-25 17:59:26.062642 UTC,1355527.7971457995,7710188939,view_item,United States,mobile,(direct),(none),(direct)
2021-01-25 21:07:42.018684 UTC,1356748.3775661560,2963262207,session_start,United States,desktop,google,organic,(organic)
2021-01-25 00:07:43.600551 UTC,1359073.4989017126,2084084243,add_shipping_info,United States,mobile,google,cpc,<Other>
2021-01-25 00:10:34.307972 UTC,1359073.4989017126,2084084243,add_payment_info,United States,mobile,google,cpc,<Other>
2021-01-25 00:10:19.175747 UTC,1359073.4989017126,2084084243,add_shipping_info,United States,mobile,google,cpc,<Other>
2021-01-25 08:25:16.797055 UTC,1359073.4989017126,666441131,session_start,United States,mobile,google,organic,(organic)
2021-01-25 00:08:04.441445 UTC,1359073.4989017126,2084084243,add_payment_info,United States,mobile,google,cpc,<Other>
2021-01-25 17:23:11.648883 UTC,1373915.8917210871,2282513896,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 19:17:34.829708 UTC,1388706.4585074278,5224291492,session_start,India,mobile,google,organic,(organic)
2021-01-25 21:22:19.647627 UTC,1390128.1837890404,6480279691,session_start,United States,mobile,google,organic,(organic)
2021-01-25 22:20:57.922200 UTC,1393148.8324240899,5470890568,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 11:40:39.065302 UTC,1394102.7869033217,7876025284,view_item,Sweden,desktop,google,organic,(organic)
2021-01-25 12:08:43.465746 UTC,1394102.7869033217,7876025284,add_payment_info,Sweden,desktop,google,organic,(organic)
2021-01-25 12:08:20.551119 UTC,1394102.7869033217,7876025284,add_shipping_info,Sweden,desktop,google,organic,(organic)
2021-01-25 11:39:07.879922 UTC,1394102.7869033217,7876025284,view_item,Sweden,desktop,google,organic,(organic)
2021-01-25 12:10:43.022328 UTC,1394102.7869033217,7876025284,add_payment_info,Sweden,desktop,google,organic,(organic)
2021-01-25 11:39:02.190998 UTC,1394102.7869033217,7876025284,session_start,Sweden,desktop,google,organic,(organic)
2021-01-25 11:39:59.885364 UTC,1394102.7869033217,7876025284,view_item,Sweden,desktop,google,organic,(organic)
2021-01-25 12:07:06.542875 UTC,1394102.7869033217,7876025284,add_shipping_info,Sweden,desktop,google,organic,(organic)
2021-01-25 11:41:28.869678 UTC,1394102.7869033217,7876025284,view_item,Sweden,desktop,google,organic,(organic)
2021-01-25 11:41:03.873928 UTC,1394102.7869033217,7876025284,view_item,Sweden,desktop,google,organic,(organic)
2021-01-25 20:51:12.853925 UTC,1396123.1075561416,9239162429,session_start,United States,mobile,google,organic,(organic)
2021-01-25 14:45:01.841560 UTC,1396850.8884589658,2413266373,view_item,United States,desktop,(direct),(none),(direct)
2021-01-25 14:45:01.050567 UTC,1396850.8884589658,2413266373,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 07:47:43.232524 UTC,1396994.4404440181,1236995848,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 14:54:10.518350 UTC,1398584.5376458976,3292989103,session_start,United States,desktop,google,cpc,<Other>
2021-01-25 18:23:19.834061 UTC,1401390.7195042159,3272987839,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 13:00:03.537592 UTC,1406421.2511832403,2945457463,session_start,United States,desktop,google,organic,(organic)
2021-01-25 16:52:33.088441 UTC,1408835.6202587089,3335615513,session_start,China,desktop,<Other>,referral,(referral)
2021-01-25 09:44:20.168988 UTC,1418660.4247480453,6513883986,view_item,United States,desktop,(direct),(none),(direct)
2021-01-25 09:44:19.967937 UTC,1418660.4247480453,6513883986,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 12:34:54.150783 UTC,1422491.2951263543,5092713444,session_start,Brazil,desktop,google,cpc,<Other>
2021-01-25 12:34:56.418529 UTC,1422491.2951263543,5092713444,view_item,Brazil,desktop,google,cpc,<Other>
2021-01-25 13:57:18.926078 UTC,1427454.0888073871,1474519636,session_start,Canada,desktop,<Other>,organic,(organic)
2021-01-25 05:58:14.081477 UTC,1430697.6618112677,6131109620,session_start,United Kingdom,mobile,google,organic,(organic)
2021-01-25 17:12:44.676564 UTC,1431434.5042581019,8490222107,session_start,Portugal,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 16:23:16.097063 UTC,1431434.5042581019,8564219688,session_start,Portugal,desktop,<Other>,<Other>,<Other>
2021-01-25 18:12:13.107383 UTC,1431434.5042581019,3852065948,session_start,Portugal,desktop,google,organic,(organic)
2021-01-25 02:42:24.996371 UTC,1434309.5950776172,5522408494,session_start,Canada,desktop,<Other>,organic,(organic)
2021-01-25 03:16:36.020857 UTC,1434309.5950776172,9345117891,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-25 20:24:46.713177 UTC,1444089.0339599254,5596581590,session_start,Russia,tablet,<Other>,referral,(referral)
2021-01-25 03:04:41.519358 UTC,1451816.4361560780,9874100214,session_start,United States,desktop,google,cpc,<Other>
2021-01-25 03:04:46.288008 UTC,1451816.4361560780,9874100214,view_item,United States,desktop,google,cpc,<Other>
2021-01-25 16:25:44.035775 UTC,1454297.7422595026,5171314501,session_start,Singapore,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 02:15:00.061417 UTC,1455357.3151328451,3282829373,session_start,Canada,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 15:08:45.363695 UTC,1455714.3536794427,7673435416,session_start,Spain,desktop,google,organic,(organic)
2021-01-25 15:15:28.295462 UTC,1473017.2678658659,91540197,session_start,Ukraine,mobile,google,organic,(organic)
2021-01-25 04:50:09.210984 UTC,1475469.4795386987,5202848226,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 13:17:13.498817 UTC,1478362.4248745871,8908137685,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 15:09:26.160643 UTC,1484257.8052292428,5227286046,session_start,Italy,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 08:02:27.335831 UTC,1484359.9129869227,9108926064,session_start,India,desktop,(direct),(none),(direct)
2021-01-25 19:57:11.943386 UTC,1493946.8727720157,130408458,session_start,Chile,desktop,google,organic,(organic)
2021-01-25 03:45:37.828493 UTC,1498497.6498133915,4201490380,session_start,India,mobile,google,organic,(organic)
2021-01-25 06:23:33.241409 UTC,1521836.8862158208,6817985746,session_start,China,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 22:28:29.528581 UTC,1523115.8731977033,2535071316,session_start,China,desktop,google,organic,(organic)
2021-01-25 02:42:51.917957 UTC,1527837.0294136016,6993124326,view_item,Poland,desktop,(direct),(none),(direct)
2021-01-25 02:42:49.493721 UTC,1527837.0294136016,6993124326,session_start,Poland,desktop,(direct),(none),(direct)
2021-01-25 17:35:10.662324 UTC,1532451.3893424727,7007838551,session_start,Switzerland,mobile,<Other>,<Other>,<Other>
2021-01-25 12:20:37.686518 UTC,1534206.3066210363,6178544824,session_start,India,desktop,<Other>,<Other>,<Other>
2021-01-25 11:23:22.413261 UTC,1534206.3066210363,219465059,session_start,India,desktop,(direct),(none),(direct)
2021-01-25 06:10:13.653303 UTC,1535282.7086703290,932096214,session_start,United States,mobile,google,organic,(organic)
2021-01-25 21:58:07.846663 UTC,1537200.9559704659,5244685922,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 12:03:36.612469 UTC,1557458.9227765124,9086270837,view_item,Portugal,mobile,(direct),(none),(direct)
2021-01-25 12:03:31.585376 UTC,1557458.9227765124,9086270837,session_start,Portugal,mobile,(direct),(none),(direct)
2021-01-25 01:24:26.942448 UTC,1560712.8622412972,3430691938,session_start,Germany,desktop,google,organic,(organic)
2021-01-25 07:45:32.978425 UTC,1573814.8026071322,9830348886,session_start,United States,desktop,google,cpc,<Other>
2021-01-25 08:45:10.681410 UTC,1576141.8906092147,2299012454,session_start,Canada,mobile,google,organic,(organic)
2021-01-25 14:54:33.092978 UTC,1577046.6467836250,1392247865,session_start,Hong Kong,desktop,google,organic,(organic)
2021-01-25 19:14:26.080921 UTC,1586212.3780508297,7640838460,session_start,India,desktop,(direct),(none),(direct)
2021-01-25 06:05:35.610330 UTC,1588068.3626167633,5262463703,session_start,India,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 23:00:19.264443 UTC,1590119.5839722940,997332266,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 22:58:51.020582 UTC,1592568.0529696797,913922714,view_item,India,mobile,<Other>,<Other>,<Other>
2021-01-25 22:54:34.624154 UTC,1592568.0529696797,913922714,session_start,India,mobile,<Other>,<Other>,<Other>
2021-01-25 22:59:31.433999 UTC,1592568.0529696797,913922714,view_item,India,mobile,<Other>,<Other>,<Other>
2021-01-25 09:41:02.277545 UTC,1593703.0729456951,7492948961,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 12:51:51.218727 UTC,1605578.8107690426,5922807417,session_start,Brazil,desktop,<Other>,organic,(organic)
2021-01-25 18:25:31.772905 UTC,1611894.3911775611,3503028726,session_start,United States,desktop,google,organic,(organic)
2021-01-25 20:28:18.527544 UTC,1612131.5075939770,4694413995,session_start,China,mobile,(direct),(none),(direct)
2021-01-25 23:05:52.184099 UTC,1612807.0379836428,3763759154,view_item,United States,desktop,<Other>,referral,(referral)
2021-01-25 23:10:44.999868 UTC,1612807.0379836428,3763759154,view_item,United States,desktop,<Other>,referral,(referral)
2021-01-25 23:10:41.155071 UTC,1612807.0379836428,3763759154,view_item,United States,desktop,<Other>,referral,(referral)
2021-01-25 23:04:50.939949 UTC,1612807.0379836428,3763759154,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 23:10:29.046842 UTC,1612807.0379836428,3763759154,view_item,United States,desktop,<Other>,referral,(referral)
2021-01-25 00:34:56.775485 UTC,1616428.2230535036,6423193208,view_item,United States,mobile,(direct),(none),(direct)
2021-01-25 00:29:16.791959 UTC,1616428.2230535036,6423193208,session_start,United States,mobile,(direct),(none),(direct)
2021-01-25 09:12:01.469272 UTC,1624051.4784544022,5500129846,session_start,France,desktop,google,organic,(organic)
2021-01-25 09:12:02.100583 UTC,1624051.4784544022,5500129846,view_item,France,desktop,google,organic,(organic)
2021-01-25 14:56:16.587545 UTC,1631937.5426151197,6573178795,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 11:21:06.948034 UTC,1631937.5426151197,9576635233,session_start,United States,desktop,google,organic,(organic)
2021-01-25 11:22:38.033803 UTC,1631937.5426151197,9576635233,view_item,United States,desktop,google,organic,(organic)
2021-01-25 10:03:17.143130 UTC,1637989.7537885207,6893189973,session_start,Turkey,mobile,google,cpc,<Other>
2021-01-25 07:01:37.764353 UTC,1645609.9154596123,7632188309,view_item,United States,desktop,<Other>,referral,(referral)
2021-01-25 07:01:33.052942 UTC,1645609.9154596123,7632188309,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 05:13:39.103196 UTC,1647868.7448419594,2812433197,session_start,United States,mobile,google,cpc,<Other>
2021-01-25 15:59:03.737710 UTC,1655215.8341861836,8771984005,session_start,Thailand,mobile,(direct),(none),(direct)
2021-01-25 06:39:34.887269 UTC,1666289.0491054640,6213684511,session_start,United States,mobile,(direct),(none),(direct)
2021-01-25 17:42:01.822245 UTC,1673503.7851590906,7182663334,session_start,Russia,mobile,google,organic,(organic)
2021-01-25 19:25:02.641121 UTC,1682228.0338590140,3336942033,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-25 19:25:07.678092 UTC,1682228.0338590140,3336942033,view_item,United States,mobile,<Other>,<Other>,<Other>
2021-01-25 11:17:57.647928 UTC,1688105.0620127144,320307367,session_start,Japan,desktop,<Other>,organic,(organic)
2021-01-25 11:18:02.657706 UTC,1688105.0620127144,320307367,view_item,Japan,desktop,<Other>,organic,(organic)
2021-01-25 16:14:12.225331 UTC,1704278.7849134818,9565980634,session_start,United States,desktop,google,organic,(organic)
2021-01-25 04:57:42.826336 UTC,1709385.9828496043,5586394221,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 03:54:42.796950 UTC,1709385.9828496043,7698946593,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 19:28:51.064116 UTC,1709385.9828496043,9467233864,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 23:03:35.538056 UTC,1709385.9828496043,9942335108,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 20:19:00.676588 UTC,1709385.9828496043,6573552572,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 20:13:01.392963 UTC,1713684.5214769307,1282009154,session_start,India,desktop,google,organic,(organic)
2021-01-25 12:53:17.978155 UTC,1719486.7857183625,9381486840,session_start,Mexico,mobile,(direct),(none),(direct)
2021-01-25 01:37:38.358309 UTC,1722250.2091568860,7191654256,session_start,Canada,desktop,<Other>,referral,(referral)
2021-01-25 13:06:47.864493 UTC,1732636.9413766498,2453340179,session_start,France,desktop,(direct),(none),(direct)
2021-01-25 13:06:47.890200 UTC,1732636.9413766498,2453340179,view_item,France,desktop,(direct),(none),(direct)
2021-01-25 18:19:51.833619 UTC,1737414.5118023309,8141187199,session_start,China,desktop,(direct),(none),(direct)
2021-01-25 18:23:27.517618 UTC,1741968.7963781825,719392991,session_start,United States,desktop,google,cpc,<Other>
2021-01-25 21:45:12.652505 UTC,1741968.7963781825,2545121022,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 23:38:26.080233 UTC,1741968.7963781825,4799330089,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 08:29:47.763350 UTC,1747351.1602212763,7543165881,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 00:03:10.416587 UTC,1766714.3425040675,5239237969,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-25 16:55:06.222825 UTC,1771896.7375866433,6488384067,session_start,(not set),desktop,(direct),(none),(direct)
2021-01-25 23:12:35.012284 UTC,1772504.2905108575,3712896208,session_start,Switzerland,desktop,(direct),(none),(direct)
2021-01-25 14:40:08.985795 UTC,1773448.9950275418,4683860181,session_start,United States,mobile,(direct),(none),(direct)
2021-01-25 01:01:01.593166 UTC,1774113.5513602084,9410898568,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 15:38:07.993167 UTC,1774447.3036063304,4837723003,session_start,Ireland,desktop,(direct),(none),(direct)
2021-01-25 07:10:23.693426 UTC,1778063.1676782479,5827941478,session_start,United Kingdom,mobile,<Other>,<Other>,<Other>
2021-01-25 08:43:48.066644 UTC,1778222.3456149053,5227147591,session_start,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-25 08:49:20.706438 UTC,1778222.3456149053,5227147591,add_shipping_info,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-25 02:50:40.060172 UTC,1791533.1969515132,428621265,session_start,Belgium,mobile,google,cpc,<Other>
2021-01-25 21:57:51.210630 UTC,1806399.4725727058,837193981,add_payment_info,Taiwan,mobile,google,organic,(organic)
2021-01-25 21:42:18.840916 UTC,1806399.4725727058,837193981,session_start,Taiwan,mobile,google,organic,(organic)
2021-01-25 21:57:00.370922 UTC,1806399.4725727058,837193981,add_shipping_info,Taiwan,mobile,google,organic,(organic)
2021-01-25 21:57:32.404724 UTC,1806399.4725727058,837193981,add_shipping_info,Taiwan,mobile,google,organic,(organic)
2021-01-25 00:06:34.131694 UTC,1818492.4232761214,3248855209,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 00:03:12.350921 UTC,1819276.7132279730,5610393011,session_start,New Zealand,mobile,(direct),(none),(direct)
2021-01-25 19:53:23.475995 UTC,1821211.3118354969,3222166985,session_start,Israel,mobile,google,organic,(organic)
2021-01-25 21:27:12.872025 UTC,1821211.3118354969,5659794762,session_start,Israel,mobile,<Other>,<Other>,<Other>
2021-01-25 10:37:51.704954 UTC,1829020.3161676975,9814418923,session_start,United States,desktop,google,organic,(organic)
2021-01-25 11:44:37.234911 UTC,1835311.3955349126,4676955615,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 05:16:15.056796 UTC,1848530.3521466395,1688428502,session_start,United States,tablet,<Other>,<Other>,<Other>
2021-01-25 05:41:36.622420 UTC,1852077.4391726667,9635617817,session_start,United States,mobile,google,organic,(organic)
2021-01-25 23:17:22.122561 UTC,1855251.2986366734,6969891357,view_item,Sweden,mobile,google,organic,(organic)
2021-01-25 23:14:55.634875 UTC,1855251.2986366734,6969891357,session_start,Sweden,mobile,google,organic,(organic)
2021-01-25 05:31:53.311814 UTC,1857226.6789917926,421613053,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 04:03:28.335793 UTC,1860954.1082510784,7154075212,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 09:34:43.674272 UTC,1877210.3902132775,7843500269,view_item,India,mobile,google,cpc,<Other>
2021-01-25 09:34:57.007651 UTC,1877210.3902132775,7843500269,view_item,India,mobile,google,cpc,<Other>
2021-01-25 09:34:38.662601 UTC,1877210.3902132775,7843500269,session_start,India,mobile,google,cpc,<Other>
2021-01-25 08:16:29.453855 UTC,1887911.7398543352,2961882098,session_start,Germany,mobile,<Other>,<Other>,<Other>
2021-01-25 19:01:00.216721 UTC,1901978.4045405392,2157708093,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 03:12:26.586402 UTC,1907691.9370445950,1217536786,session_start,India,desktop,google,organic,(organic)
2021-01-25 13:55:53.390869 UTC,1915055.1558924886,99688975,session_start,Mexico,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 15:37:30.078328 UTC,1924595.6444212574,1791744656,session_start,Uruguay,desktop,<Other>,<Other>,<Other>
2021-01-25 21:33:11.304577 UTC,1925678.9537859370,3128749409,session_start,United States,desktop,google,organic,(organic)
2021-01-25 13:45:20.256194 UTC,1925991.8638008514,705991237,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 20:01:46.612278 UTC,1931484.3655833874,6996717036,session_start,Greece,mobile,google,organic,(organic)
2021-01-25 22:44:57.132108 UTC,1947201.9662748856,4434619202,session_start,United States,mobile,(direct),(none),(direct)
2021-01-25 14:45:03.237902 UTC,1952126.8262083265,8159828366,session_start,Spain,mobile,(direct),(none),(direct)
2021-01-25 21:16:06.060059 UTC,1954115.2566455939,3276179588,session_start,Taiwan,desktop,shop.googlemerchandisestore.com,referral,(referral)
